timestamp,store_id,camera_id,profile,hour,day_of_week,month,is_weekend,is_holiday,is_promotion,visitor_inflow,personas_en_cola,avg_wait_time_seconds,queue_saturation_ratio,sector_carnes_occupancy,sector_lacteos_occupancy,security_alerts_count,is_real_data
2025-06-23T23:50:25.293458,1,camara_entrada,entrada,23,0,6,0,0,0,2,0,0.0,0.0,0,0,0,0
2025-06-23T23:50:25.293458,1,camara_local,cajas,23,0,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-23T23:50:25.293458,1,camara_carnes,carnes,23,0,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-23T23:50:25.293458,1,camara_lacteos,lacteos,23,0,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-24T00:50:25.293458,1,camara_entrada,entrada,0,1,6,0,0,0,4,0,0.0,0.0,0,0,1,0
2025-06-24T00:50:25.293458,1,camara_local,cajas,0,1,6,0,0,0,2,0,0.0,0.0,0,0,0,0
2025-06-24T00:50:25.293458,1,camara_carnes,carnes,0,1,6,0,0,0,1,0,0.0,0.0,0,0,0,0
2025-06-24T00:50:25.293458,1,camara_lacteos,lacteos,0,1,6,0,0,0,2,0,0.0,0.0,0,0,0,0
2025-06-24T01:50:25.293458,1,camara_entrada,entrada,1,1,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-24T01:50:25.293458,1,camara_local,cajas,1,1,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-24T01:50:25.293458,1,camara_carnes,carnes,1,1,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-24T01:50:25.293458,1,camara_lacteos,lacteos,1,1,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-24T02:50:25.293458,1,camara_entrada,entrada,2,1,6,0,0,0,0,0,0.0,0.0,0,0,1,0
2025-06-24T02:50:25.293458,1,camara_local,cajas,2,1,6,0,0,0,1,0,3.8,0.032,0,0,0,0
2025-06-24T02:50:25.293458,1,camara_carnes,carnes,2,1,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-24T02:50:25.293458,1,camara_lacteos,lacteos,2,1,6,0,0,0,4,0,0.0,0.0,0,0,0,0
2025-06-24T03:50:25.293458,1,camara_entrada,entrada,3,1,6,0,0,0,1,0,0.0,0.0,0,0,0,0
2025-06-24T03:50:25.293458,1,camara_local,cajas,3,1,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-24T03:50:25.293458,1,camara_carnes,carnes,3,1,6,0,0,0,2,0,0.0,0.0,0,0,0,0
2025-06-24T03:50:25.293458,1,camara_lacteos,lacteos,3,1,6,0,0,0,1,0,0.0,0.0,0,0,0,0
2025-06-24T04:50:25.293458,1,camara_entrada,entrada,4,1,6,0,0,0,2,0,0.0,0.0,0,0,0,0
2025-06-24T04:50:25.293458,1,camara_local,cajas,4,1,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-24T04:50:25.293458,1,camara_carnes,carnes,4,1,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-24T04:50:25.293458,1,camara_lacteos,lacteos,4,1,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-24T05:50:25.293458,1,camara_entrada,entrada,5,1,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-24T05:50:25.293458,1,camara_local,cajas,5,1,6,0,0,0,1,0,3.6,0.03,0,0,1,0
2025-06-24T05:50:25.293458,1,camara_carnes,carnes,5,1,6,0,0,0,2,0,0.0,0.0,0,0,0,0
2025-06-24T05:50:25.293458,1,camara_lacteos,lacteos,5,1,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-24T06:50:25.293458,1,camara_entrada,entrada,6,1,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-24T06:50:25.293458,1,camara_local,cajas,6,1,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-24T06:50:25.293458,1,camara_carnes,carnes,6,1,6,0,0,0,2,0,0.0,0.0,1,0,0,0
2025-06-24T06:50:25.293458,1,camara_lacteos,lacteos,6,1,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-24T07:50:25.293458,1,camara_entrada,entrada,7,1,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-24T07:50:25.293458,1,camara_local,cajas,7,1,6,0,0,0,3,1,30.0,0.25,0,0,0,0
2025-06-24T07:50:25.293458,1,camara_carnes,carnes,7,1,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-24T07:50:25.293458,1,camara_lacteos,lacteos,7,1,6,0,0,0,0,0,0.0,0.0,0,0,0,0
2025-06-24T08:50:25.293458,1,camara_entrada,entrada,8,1,6,0,0,0,7,0,0.0,0.0,0,0,0,0
2025-06-24T08:50:25.293458,1,camara_local,cajas,8,1,6,0,0,0,2,0,0.0,0.0,0,0,0,0
2025-06-24T08:50:25.293458,1,camara_carnes,carnes,8,1,6,0,0,0,4,0,0.0,0.0,1,0,0,0
2025-06-24T08:50:25.293458,1,camara_lacteos,lacteos,8,1,6,0,0,0,1,0,0.0,0.0,0,0,0,0
2025-06-24T09:50:25.293458,1,camara_entrada,entrada,9,1,6,0,0,0,8,0,0.0,0.0,0,0,0,0
2025-06-24T09:50:25.293458,1,camara_local,cajas,9,1,6,0,0,0,6,1,15.3,0.128,0,0,0,0
